ID,Lat,Long,Location,Date,Year,Month,Day,Season,Time,NightDay,Type,CoyoteNumber,CoyoteYoung,HumanActivity,VulnerableIndividual,DogPresent,Hazing,CoyoteResponse,HumanPerception,Health,Classifier
614,53.60584664,-113.4428353,144ave 66st,12/5/2017,2017,12,5,Dispersal,Unknown,Unknown,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
615,53.44134,-113.602734,Anthony Hendy and Twillegar Dr,3/31/2018,2018,3,31,Breeding,1:00:00 PM,Day,Unknown,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,DWack
616,53.478643,-113.500997,105 Ave and 42 Street,11/11/2017,2017,11,11,Dispersal,9:00:00 PM,Night,Sighting,One,Unknown,Walking,Dog,Unknown,Unknown,Unknown,Unknown,Healthy,GLajeunesse
617,53.51808564,-113.4948487,103 Street 82 Avenue,12/7/2017,2017,12,7,Dispersal,9:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
618,53.51806012,-113.4949345,103 Street 82 Avenue,12/7/2017,2017,12,7,Dispersal,9:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
619,53.55119264,-113.566174,142 st / 107 ave,12/14/2017,2017,12,14,Dispersal,12:00:00 AM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
620,53.54836247,-113.5232587,105 &amp; 117Street,12/18/2017,2017,12,18,Dispersal,8:00:00 AM,Night,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
621,53.51397,-113.614188,170street 80 avenue,1/18/2018,2018,1,18,Breeding,Morning,Day,Encounter,One,Unknown,HomeYard,Unknown,Unknown,Unknown,3,Unknown,Unknown,JButts
622,53.47754664,-113.3724971,17 st shopping centre,12/26/2017,2017,12,26,Dispersal,7:00:00 PM,Night,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
623,53.51481945,-113.4928531,Gateway and whyte,11/26/2017,2017,11,26,Dispersal,Night,Night,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
624,53.55132012,-113.5654874,142st 107ave traffic circle,12/23/2017,2017,12,23,Dispersal,5:00:00 AM,Night,Sighting,More,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
625,53.540822,-113.519327,115 st jasper ave,11/15/2020,2020,11,15,Dispersal,Evening,Unknown,Encounter,One,Unknown,Unknown,Unknown,Unknown,Yes,6,Unknown,Unknown,MElphick
626,53.557309,-113.47653,Commonwealth Recreation Centre parking lot,1/2/2018,2018,1,2,Breeding,Afternoon,Day,Encounter,Unknown,Unknown,Unknown,Unknown,Unknown,No,3,Neutral,Unknown,CRandall
627,53.544014,-113.615183,170st 103ave at the Tim Hortons,1/2/2018,2018,1,2,Breeding,11:00:00 PM,Night,Sighting,One,Unknown,Driving,Unknown,Unknown,No,0,Unknown,Healthy,TDupuis
628,53.61650585,-113.3638425,153 ave entrance to Henday,7/9/2019,2019,7,9,PupRearing,12:00:00 PM,Day,Sighting,One,Unknown,Driving,Unknown,Unknown,No,Unknown,Unknown,Unknown,TDupuis
629,53.50791154,-113.5232426,113 st 71 Ave NW,6/24/2019,2019,6,24,PupRearing,Afternoon,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,ACain
630,53.44067563,-113.6064286,"Windermere Blvd, Terwillegar DR",12/3/2018,2018,12,3,Dispersal,Night,Night,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
631,53.548008,-113.53385,"105 Avenue, 123 Street",4/17/2019,2019,4,17,Breeding,Night,Night,Sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Ahamid
632,53.58423818,-113.5515721,127 Avenue and 136 Street,1/20/2018,2018,1,20,Breeding,Night,Night,Encounter,Three,Unknown,Driving,Dog,Unknown,No,1,Unknown,Unknown,Mpruden
633,53.58778933,-113.6185522,129 Ave NW and 170 St NW,6/15/2020,2020,6,15,PupRearing,1:00:00 PM,Day,Encounter,Two,Unknown,Unknown,Unknown,Unknown,Yes,7,Unknown,Unknown,JButts
634,53.467549,-113.503623,34 ave and 106 street,1/21/2018,2018,1,21,Breeding,Morning,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HDunsireÂ 
635,53.52494893,-113.5297174,89 ave and 116st NW (stadium parkade),10/21/2019,2019,10,21,Dispersal,11:00:00 AM,Day,Encounter,One,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,JButts
636,53.55097592,-113.5644038,107 Ave East of 142 St traffic circle,1/27/2018,2018,1,27,Breeding,8:00:00 AM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
637,53.5440786,-113.6200757,174ST 103AVE,1/29/2018,2018,1,29,Breeding,Unknown,Unknown,Sighting,One,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Healthy,Mpruden
638,53.616634,-113.530128,153 AVE /121 ST,12/18/2018,2018,12,18,Dispersal,7:00:00 PM,Night,Unknown,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,SShikaze
639,53.57787873,-113.4547658,Mount Lawn Road,2/1/2018,2018,2,1,Breeding,4:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,Mpruden
640,53.54438461,-113.530211,121st and 102 ave,2/3/2018,2018,2,3,Breeding,11:00:00 PM,Night,Sighting,Three,Unknown,Unknown,Dog,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
641,53.545813,-113.521078,104 ave 116 street,2/3/2018,2018,2,3,Breeding,Evening,Unknown,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,3,Negative,Unknown,JButts
642,53.536934,-113.619652,170 street and 100ave,2/4/2018,2018,2,4,Breeding,Afternoon,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,DWack
643,53.53,-113.414082,Macneil way and Macneil Link,2/3/2018,2018,2,3,Breeding,12:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
644,53.57260402,-113.4572549,120 Ave and 76 St,2/4/2018,2018,2,4,Breeding,3:00:00 PM,Day,Sighting,Two,Unknown,Walking,Dog,Unknown,No,3,Unknown,Unknown,Mpruden
645,53.570585,-113.44918,118ave and 70st,6/1/2018,2018,6,1,PupRearing,Evening,Unknown,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HDunsireÂ 
646,53.601392,-113.413509,Clareview lrt station west parking lot,2/13/2018,2018,2,13,Breeding,Morning,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,DWack
647,53.599654,-113.576283,147 ave and St. Albert Trail,6/30/2019,2019,6,30,PupRearing,5:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,AHoron
648,53.57059234,-113.6268483,118 - 178 Street,3/27/2018,2018,3,27,Breeding,9:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
649,53.51188,-113.369819,17 street and 76 avenue,8/27/2018,2018,8,27,PupRearing,9:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HDunsireÂ 
650,53.57029772,-113.5711307,118 ave 145 street,2/14/2018,2018,2,14,Breeding,10:00:00 PM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
651,53.54307132,-113.5288591, 102 Ave &amp; 120 St,11/2/2018,2018,11,2,Dispersal,Morning,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
652,53.55465419,-113.491512,98 Street and 108A Avenue,2/17/2018,2018,2,17,Breeding,2:00:00 PM,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,No,3,Unknown,Unknown,Mpruden
653,53.55820351,-113.5130448,"111 Ave, 111 st",2/17/2018,2018,2,17,Breeding,10:00:00 AM,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
654,53.54774965,-113.5331139,105 Avenue 122 Street NE corner,1/15/2020,2020,1,15,Breeding,2:00:00 PM,Day,Sighting,One,Unknown,Unknown,Dog,Leashed,Unknown,Unknown,Negative,Unknown,KNguyen
655,53.53091831,-113.4388442,94 Ave and 72 street,2/24/2018,2018,2,24,Breeding,8:00:00 PM,Night,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
656,53.570449,-113.507925,109street 118 avenue,3/4/2018,2018,3,4,Breeding,Morning,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,MElphick
657,53.558155,-113.566036,111ave and 142 street,3/3/2018,2018,3,3,Breeding,Afternoon,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,ACain
658,53.55980947,-113.5084314,Kingsway and 109 St,3/5/2018,2018,3,5,Breeding,8:00:00 AM,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
659,53.55227621,-113.4793348,107 Avenue and 93rd Street,3/6/2018,2018,3,6,Breeding,8:00:00 AM,Day,Sighting,More,Unknown,Driving,Unknown,Unknown,No,Unknown,Unknown,Healthy,Mpruden
660,53.557717,-113.535709,124 street and 110 avenue,3/7/2018,2018,3,7,Breeding,Morning,Day,Sighting,One,Unknown,Driving,Unknown,Unknown,No,3,Unknown,Unknown,MElphick
661,53.4939405,-113.4628768,88Street and 58 Avenue,3/6/2018,2018,3,6,Breeding,8:00:00 PM,Night,Sighting,One,Unknown,Driving,Unknown,Unknown,No,3,Unknown,Healthy,Mpruden
662,53.58750912,-113.5836835,135 and 159 Ave NW,4/4/2020,2020,4,4,Breeding,12:00:00 PM,Day,Sighting,One,Unknown,Unknown,Multiple,Unknown,Yes,1,Negative,Unknown,TDupuis
663,53.56539164,-113.5050626,Unknown,3/18/2018,2018,3,18,Breeding,Afternoon,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
664,53.54323708,-113.635139,178 102 ave ,3/22/2018,2018,3,22,Breeding,4:00:00 PM,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Mpruden
665,53.549222,-113.536239,124st and 106th ave,11/17/2019,2019,11,17,Dispersal,9:00:00 AM,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,MElphick
666,53.56443584,-113.5173042,Kingsway Ave - Tower Rd Nw,3/12/2018,2018,3,12,Breeding,8:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
667,53.57263582,-113.4564717,Unknown,3/29/2018,2018,3,29,Breeding,10:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
668,53.44967884,-113.4761805,Karl Clark Road and 20 Avenue,4/4/2018,2018,4,4,Breeding,2:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
669,53.55518261,-113.541605,127 Street near 109A Avenue,4/6/2018,2018,4,6,Breeding,7:00:00 AM,Day,Sighting,One,Unknown,Walking,Dog,Unknown,No,4,Negative,Healthy,Mpruden
670,53.55365932,-113.6156661,170 St &amp; 107 Ave,4/6/2018,2018,4,6,Breeding,1:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Healthy,Mpruden
671,53.593931,-113.589299,OEM Remanufacturing 13315-156 st,4/8/2018,2018,4,8,Breeding,6:00:00 AM,Night,Encounter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,JButts
672,53.55745149,-113.5288377,111 Ave NW with 120 Street NW,4/9/2018,2018,4,9,Breeding,7:00:00 AM,Day,Sighting,One,Unknown,Walking,Unknown,Unknown,No,3,Unknown,Unknown,Mpruden
673,53.54609947,-113.5236342,117 St &amp; 104 Avenue ,4/11/2018,2018,4,11,Breeding,8:00:00 PM,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
674,53.54363872,-113.5302861,121 street and 102nd avenue ,12/6/2020,2020,12,6,Dispersal,Dawn,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,JFarr
675,53.5527141,-113.4806276,106 A avenue,4/12/2018,2018,4,12,Breeding,11:00:00 PM,Night,Encounter,One,Unknown,HomeYard,Dog,HomeYard,Yes,6,Unknown,Healthy,Mpruden
676,53.43763,-113.567857,Rabbit hill road and singer gate ,2/12/2020,2020,2,12,Breeding,Evening,Unknown,Sighting,Two,Unknown,Walking,Dog,Unknown,Unknown,6,Unknown,Unknown,SRaymond
677,53.453691,-113.52614,23rd avnue &amp; Saddleback Road,9/27/2020,2020,9,27,Dispersal,10:00:00 AM,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,SGuest
678,53.55381867,-113.5259838,108 Ave &amp; 119 St,4/18/2018,2018,4,18,Breeding,3:00:00 PM,Day,Sighting,Two,Unknown,Unknown,Unknown,Unknown,No,3,Unknown,Healthy,Mpruden
679,53.54803099,-113.5073693,109 Str &amp; 105 Ave,4/21/2018,2018,4,21,Breeding,11:00:00 PM,Night,Encounter,One,Unknown,Walking,Unknown,Unknown,Yes,1,Unknown,Healthy,Mpruden
680,53.58403173,-113.4297354,5721-128 ave ,4/23/2018,2018,4,23,Breeding,7:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Positive,Unknown,Mpruden
681,53.57041253,-113.4611172,78 St &amp; 118 Ave,3/31/2018,2018,3,31,Breeding,Unknown,Unknown,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
682,53.582561,-113.467895,82 street and yellowhead trail,4/25/2018,2018,4,25,Breeding,Unknown,Unknown,Unknown,Two,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,OCampbell
683,53.57140629,-113.4580488,Coliseum LRT STATION ,5/7/2018,2018,5,7,PupRearing,Afternoon,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,Mpruden
684,53.540356,-113.515992,Jasper Avenue and 113 St,11/12/2020,2020,11,12,Dispersal,8:00:00 AM,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AMalo
685,53.54898805,-113.6389485,Unknown,5/11/2018,2018,5,11,PupRearing,Evening,Unknown,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unhealthy,Mpruden
686,53.599866,-113.61415,170 st / 137 ave,11/30/2018,2018,11,30,Dispersal,10:00:00 PM,Night,Sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,CCampkin
687,53.549394,-113.536288,124 st and 106th ave,8/19/2020,2020,8,19,PupRearing,Night,Night,Sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,KNguyen
688,53.544763,-113.532282,103 Ave and 122 Street,11/8/2018,2018,11,8,Dispersal,12:00:00 AM,Night,Sighting,Three,Unknown,OutdoorAct,Unknown,Unknown,Yes,3,Unknown,Unknown,MElphick
689,53.57082015,-113.4582419,Coliseum LRT station,5/18/2018,2018,5,18,PupRearing,6:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
690,53.551045,-113.565854,107 ave 142 street,5/19/2018,2018,5,19,PupRearing,Night,Night,Sighting,Three,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Healthy,DWack
691,53.61459122,-113.3980608,north side of 153ave across from browns.,11/17/2019,2019,11,17,Dispersal,Night,Night,Encounter,One,Unknown,Cycling,Unknown,Unknown,Yes,1,Unknown,Unknown,KFleming
692,53.45348063,-113.4462256,millwoods road &amp; 23 ave,5/25/2018,2018,5,25,PupRearing,8:00:00 AM,Day,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
693,53.54458759,-113.6255206,"103 Ave NW, 176 St NW",5/30/2018,2018,5,30,PupRearing,1:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unhealthy,Mpruden
694,53.53925874,-113.6344523,Stony plain road 180st,5/30/2018,2018,5,30,PupRearing,Afternoon,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
695,53.451063,-113.516831,"23rd avenue 111 Street, nw",10/1/2020,2020,10,1,Dispersal,11:00:00 AM,Day,Sighting,Two,Unknown,Unknown,Dog,HomeYard,Yes,Unknown,Unknown,Unknown,AMalo
696,53.55923592,-113.4976811,102 st &amp; 111 ave,5/24/2018,2018,5,24,PupRearing,6:00:00 AM,Day,Sighting,One,Unknown,Walking,Unknown,Unknown,No,3,Unknown,Healthy,Mpruden
697,53.54926126,-113.5266919,106 Ave &amp; 119 Street,11/15/2017,2017,11,15,Dispersal,Dawn,Night,Sighting,One,Unknown,Walking,Dog,Unknown,No,4,Unknown,Unknown,Mpruden
698,53.548502,-113.617657,105 Ave &amp; 172 Street,5/31/2018,2018,5,31,PupRearing,11:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,DWack
699,53.55018553,-113.6178226,172 street and 106 avenue ,5/31/2018,2018,5,31,PupRearing,Afternoon,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unhealthy,Mpruden
700,53.54437186,-113.6183698,172 ST,5/31/2018,2018,5,31,PupRearing,9:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unhealthy,Mpruden
701,53.5563593,-113.6379875,111 Avenue 184 Street Katoen Natie parking lot,5/28/2018,2018,5,28,PupRearing,12:00:00 PM,Day,Encounter,One,Unknown,Unknown,Unknown,Unknown,Yes,3,Unknown,Unknown,Mpruden
702,53.603951,-113.541757,127 St and Cumberland Road,8/16/2019,2019,8,16,PupRearing,8:00:00 AM,Day,Sighting,One,Unknown,Driving,Unknown,Unknown,No,Unknown,Unknown,Unhealthy,MElphick
703,53.538555,-113.629882,10017 179A St NW,6/1/2018,2018,6,1,PupRearing,Unknown,Unknown,Sighting,One,Unknown,Unknown,Child,Unknown,Unknown,0,Negative,Unhealthy,HDunsireÂ 
704,53.49354929,-113.4121294,Roper rd and 48th St NW,3/10/2020,2020,3,10,Breeding,10:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,MElphick
705,53.54466511,-113.4532852,81st Street NW and 103rd Avenue NW ,12/12/2019,2019,12,12,Dispersal,9:00:00 PM,Night,Encounter,More,Unknown,Walking,Dog,Unknown,Unknown,6,Unknown,Unknown,MElphick
706,53.590188,-113.591035,156 St NW &amp; 131 Ave,6/14/2018,2018,6,14,PupRearing,2:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Unknown,Unknown,8,Negative,Unknown,KNguyen
707,53.53102035,-113.6150117,170 st @ 95 ave,6/17/2018,2018,6,17,PupRearing,10:00:00 PM,Day,Sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Concern,Unknown,Mpruden
708,53.559606,-113.643723,"111 ave, 186 st",6/19/2018,2018,6,19,PupRearing,Morning,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,TDupuis
709,53.551346,-113.628021,106a Ave near 178 Street ,6/12/2018,2018,6,12,PupRearing,4:00:00 PM,Day,Encounter,One,Unknown,Driving,Unknown,Unknown,No,7,Unknown,Unknown,HDunsireÂ 
710,53.554171,-113.565588,142 street,6/22/2018,2018,6,22,PupRearing,12:00:00 AM,Night,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TDupuis
711,53.59953028,-113.5936445,Unknown,6/23/2018,2018,6,23,PupRearing,5:00:00 PM,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
712,53.54815848,-113.5016293,105St and 105 Avenue,5/25/2018,2018,5,25,PupRearing,1:00:00 PM,Day,Sighting,Two,Unknown,Driving,Unknown,Unknown,No,0,Unknown,Healthy,Mpruden
713,53.56506029,-113.5694141,145 Street and 115 Ave,6/26/2018,2018,6,26,PupRearing,9:00:00 AM,Day,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
714,53.59922567,-113.6123509,137th ave  and 170th st.,6/27/2018,2018,6,27,PupRearing,7:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
715,53.59189047,-113.6035962,"137 Ave, 170 street",6/28/2018,2018,6,28,PupRearing,6:00:00 PM,Day,Encounter,One,Unknown,Walking,Dog,Unknown,No,6,Unknown,Unknown,Mpruden
716,53.58220084,-113.4856809,97 ST AND YELLOWHEAD TRAIL,7/10/2018,2018,7,10,PupRearing,8:00:00 AM,Day,Sighting,Unknown,Yes,HomeYard,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
717,53.570213,-113.492311,118 ave and 97 Street ,7/11/2018,2018,7,11,PupRearing,Morning,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,AHoron
718,53.54887242,-113.6382396,184 Street / 105 Avenue,7/13/2018,2018,7,13,PupRearing,10:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unhealthy,Mpruden
719,53.554549,-113.625129,108 Ave and 178 Street,7/15/2018,2018,7,15,PupRearing,12:00:00 AM,Night,Sighting,One,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Concern,Unknown,HDunsireÂ 
720,53.613129,-113.379397,151 ave and Victoria Trail,7/16/2018,2018,7,16,PupRearing,Night,Night,Encounter,Three,Unknown,Unknown,Cat,Unknown,Unknown,9,Unknown,Unknown,TDupuis
721,53.51159356,-113.3723023,76ave and 17 street,1/11/2019,2019,1,11,Breeding,3:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Mpruden
722,53.56676273,-113.5033413,Princess Elizabeth Ave NW and 106St NW,8/5/2018,2018,8,5,PupRearing,Morning,Day,Sighting,One,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
723,53.5553993,-113.4808583,108 Ave 93 St,9/10/2018,2018,9,10,Dispersal,10:00:00 PM,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
724,53.55325778,-113.6259551,178th street &amp; 107th avenue ,7/31/2018,2018,7,31,PupRearing,6:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
725,53.43234136,-113.5878033,Unknown,7/17/2018,2018,7,17,PupRearing,11:00:00 PM,Night,Sighting,One,Unknown,Driving,Unknown,Unknown,No,Unknown,Concern,Unknown,Mpruden
726,53.454159,-113.525814,23Ave and Saddleback Rd,9/2/2020,2020,9,2,Dispersal,3:00:00 PM,Day,Sighting,One,Unknown,HomeYard,Unknown,Unknown,No,1,Unknown,Unknown,SEnns
727,53.614861,-113.357063,153 Ave &amp; Anthony Henday Dr.,9/19/2019,2019,9,19,Dispersal,11:00:00 PM,Night,Unknown,One,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,MElphick
728,53.57243489,-113.456595,120 Ave and 76 St,8/16/2018,2018,8,16,PupRearing,7:00:00 AM,Day,Sighting,One,Yes,Unknown,Unknown,Unknown,No,1,Unknown,Unknown,Mpruden
729,53.49302436,-113.4904068,Crossing gateway,8/18/2018,2018,8,18,PupRearing,Night,Night,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
730,53.488427,-113.467664,51 Ave NW &amp; 91 Street NW,6/27/2019,2019,6,27,PupRearing,3:00:00 PM,Day,Sighting,More,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CCampkin
731,53.628365,-113.44329,66st 167 ave ,8/29/2018,2018,8,29,PupRearing,Afternoon,Day,Sighting,One,Unknown,Walking,Dog,Unknown,No,Unknown,Unknown,Unknown,AHoron
732,53.54300757,-113.6203332,102 ave 175 street,6/1/2018,2018,6,1,PupRearing,1:00:00 PM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unhealthy,Mpruden
733,53.54544,-113.620584,174ST 103AVE,9/6/2018,2018,9,6,Dispersal,9:00:00 AM,Day,Encounter,Two,Yes,Unknown,Unknown,Unknown,No,3,Concern,Unhealthy,ACain
734,53.451426,-113.516883,23 avenue &amp; 111 Street,10/1/2020,2020,10,1,Dispersal,3:00:00 PM,Day,Unknown,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AMalo
735,53.55747698,-113.5366804,124 st and 110 ave,5/11/2018,2018,5,11,PupRearing,Unknown,Unknown,Encounter,One,Unknown,HomeYard,Unknown,Unknown,No,2,Unknown,Healthy,Mpruden
736,53.45977519,-113.394234,28a ave 34 Street NW,10/28/2020,2020,10,28,Dispersal,Evening,Unknown,Encounter,One,Unknown,Unknown,Unknown,Unknown,Unknown,7,Unknown,Unknown,MElphick
737,53.57044426,-113.4464456,118 ave and 68 st,11/4/2018,2018,11,4,Dispersal,11:00:00 AM,Day,Sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mpruden
738,53.48495063,-113.4366539,66 St and whitemud ,10/14/2018,2018,10,14,Dispersal,8:00:00 AM,Day,Sighting,One,Unknown,OutdoorAct,Unknown,Unknown,Unknown,Unknown,Unknown,Unhealthy,Mpruden
739,53.54815211,-113.5267777,105 AVE NW AND 119 STREET NW,10/17/2018,2018,10,17,Dispersal,6:00:00 AM,Night,Sighting,One,Unknown,Driving,Unknown,Unknown,No,1,Unknown,Unknown,Mpruden
740,53.51938694,-113.6111493,160A st 110 Ave,10/17/2018,2018,10,17,Dispersal,6:00:00 AM,Night,Encounter,Two,Unknown,HomeYard,Dog,Unknown,No,0,Negative,Unknown,Mpruden
741,53.597512,-113.413876,50th street  137 th ave,12/17/2019,2019,12,17,Dispersal,11:00:00 PM,Night,Sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Healthy,MTiwari
